link,category,name,image,description,availability,mpn,sku,brand,price,condition,seller,full description
https://www.serversupply.com/HARD DRIVES/SAS/146GB-15000RPM/SEAGATE/ST3146755SS_116299.htm,Home/HARD DRIVES/SAS/146GB-15000RPM/ST3146755SS, Seagate ST3146755SS Cheetah 15K.7 146GB 15000RPM 16MB SAS 3.5&quot; HDD,http://www.serversuply.com//images/item/116299.jpg,SEAGATE CHEETAH ST3146755SS 146GB 15000RPM SERIAL ATTACHED SCSI (SAS) 3.5INCH 16MB BUFFER INTERNAL HARD DISK DRIVE. DELL OEM ,IN STOCK,ST3146755SS,116299,SEAGATE,45,New,Sever Supply,"Detail overview
Specifications:
Manufacturer : Seagate
Manufacturer Part Number: St3146755ss
Mfg Website Address: Www.seagate.com
Product Line : Cheetah
Generation: Sas
Part Number: St3146755ss
Capacity: 146 Gb
Form Factor: 3.5
Cache: 16mb
Interface: Serial Attached Scsi (sas)
Enclosure: Internal

Spindle Speed: 15,000 Rpm
Data Transfer Rate: 300 Mbps
Seek Time: 4 Ms
Hotswap: Yes
Ports: Single

Condition : Dell Oem Refurbished.
Availability : In Stock.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/4TB-7200RPM/SEAGATE/9ZM270-157_307043.htm,Home/HARD DRIVES/SAS-6GBPS/4TB-7200RPM/9ZM270-157, Seagate Enterprise Plus 9ZM270-157 4Tb 7.2k Rpm Sas-6Gb/s 3.5&quot; Oem HDD,http://www.serversuply.com//images/item/307043.jpg,SEAGATE 9ZM270-157 ENTERPRISE PLUS 4TB 7200 RPM SAS-6GBITS 128 MB BUFFER 3.5 INCH INTERNAL HARD DISK DRIVE. DELL OEM. ,IN STOCK,9ZM270-157,307043,SEAGATE,58,New,Sever Supply,"Detail overview
Specifications:
manufacturer : Seagate
manufacturer Part Number: 9zm270-157
mfg Website Address: Www.seagate.com
interface : Sas-6gbits
cache : 128mb
capacity : 4-tb(4000-gb)

Physical:
compatible Drive Bay Width: 3.5
compatible Drive Bay Height: 1/3h
height: 1.02
width: 4.01
depth: 5.87

Performance:
maximum External Data Transfer Rate: 600 Mbps
rotational Speed: 7200 Rpm
buffer: 128 Mb

Condition : Refurbished (dell Oem).
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/4TB-7200RPM/SEAGATE/ST4000NM0063_186046.htm,Home/HARD DRIVES/SAS-6GBPS/4TB-7200RPM/ST4000NM0063, Seagate ST4000NM0063 Constellation ES.3 4 TB 3.5&quot; Internal Hard Drive,http://www.serversuply.com//images/item/186046.jpg,SEAGATE CONSTELLATION ST4000NM0063 4TB 7200RPM SAS-6GBITS 128MB BUFFER 3.5INCH SELF ENCRYPTED DRIVE WITH FIPS. DELL OEM. ,IN STOCK,ST4000NM0063,186046,SEAGATE,55,New,Sever Supply,"Detail overview
Specifications:
Manufacturer : Seagate
Manufacturer Part Number: St4000nm0063
Mfg Website Address: Www.seagate.com
Product Line : Constellation Es.3
Interface : Sas-6gbits
Cache : 128mb
Capacity : 4-tb(4000-gb)

Physical:
Compatible Drive Bay Width: 3.5
Compatible Drive Bay Height: 1/3h
Height: 1.02
Width: 4.01
Depth: 5.87

Performance:
Maximum External Data Transfer Rate: 600 Mbps
Rotational Speed: 7200 Rpm
Buffer: 128 Mb
Encryption : Self Encrypted Drive With Fips



Condition : Dell Oem.
Availability : In Stock.
Mfg Warranty : None.
Server Supply Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/4TB-7200RPM/DELL/A7481192_210110.htm,Home/HARD DRIVES/SAS-6GBPS/4TB-7200RPM/A7481192, Dell A7481192 4TB 7.2K 3.5&quot; SAS 6Gbps Internal HDD,http://www.serversuply.com//images/item/210110.jpg,DELL A7481192 4TB 7200RPM 128MB BUFFER SAS-6GBPS 3.5INCH FORM FACTOR INTERNAL HARD DISK DRIVE. ,IN STOCK,A7481192,210110,DELL,73,Refurbished,Sever Supply,"Detail overview
Dell A7481192 4tb 7200rpm 128mb Buffer Sas-6gbps 3.5inch Form Factor Internal Hard Disk Drive


Specifications:
manufacturer : Dell
part Number : A7481192
interface : Sas-6gbps
cache : 128mb
capacity : 4-tb(4000-gb)

Physical:
compatible Drive Bay Width: 3.5
compatible Drive Bay Height: 1/3h
height: 1.02
width: 4.01
depth: 5.87

Performance:
maximum External Data Transfer Rate: 600 Mbps
rotational Speed: 7200 Rpm
buffer: 128 Mb


Condition : Refurbished.
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/4TB-7200RPM/TOSHIBA/MG03SCA400_317062.htm,Home/HARD DRIVES/SAS-6GBPS/4TB-7200RPM/MG03SCA400, Toshiba MG03SCA400 4TB 7.2K 64MB Cache SAS 6Gb/s 3.5&quot; Hard Drive Refurbished,http://www.serversuply.com//images/item/317062.jpg,TOSHIBA MG03SCA400 4TB 7200RPM 64MB BUFFER SAS 6GBPS 3.5INCH HARD DISK DRIVE. ,IN STOCK,MG03SCA400,317062,TOSHIBA,63,Refurbished,Sever Supply,"Detail overview
Toshiba - 4tb 7200rpm 64mb Buffer Sas 6gbps 3.5inch Hard Disk Drive.

Performance :
Rotational Speed: 7,200 Rpm
Average Latency: 4.17ms
Average Seek Time(read): 8.5ms
Average Seek Time(write): 9.5ms
Sustained Transfer Rate (max.): 165 Mb/s
Buffer Size: 64mib Fifo Ring Buffer

Physical Size:
Dimensions (w) X (d) X (h): 101.6 Mm X 147 Mm X 26.1 Mm
Weight: 720g (max.)

Condition : Refurbished.
Availability : In Stock
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/4TB-7200RPM/SEAGATE/ST4000NM0023_348351.htm,Home/HARD DRIVES/SAS-6GBPS/4TB-7200RPM/ST4000NM0023, Seagate ST4000NM0023 4TB 7.2k SAS 6Gbps 3.5&quot; Ibm Dual Label hdd,http://www.serversuply.com//images/item/348351.jpg,SEAGATE ST4000NM0023 4TB 7200 RPM SAS-6GBPS 128MB BUFFER 3.5INCH INTERNAL HARD DISK DRIVE. IBM DUAL LABEL. ,IN STOCK,ST4000NM0023,348351,SEAGATE,115,Refurbished,Sever Supply,"Detail overview
General Information:
Manufacturer : Seagate
Manufacturer Model Number: St4000nm0023
Manufacturer Part Number : 9zm270-039
Product Name : Hard Drive

Technical Information:
Storage Capacity : 4tb
Rotational Speed : 7200rpm
Form Factor : 3.5 Inch
Enclosure : Internal
Interfaces : Serial Attached Scsi 2(sas-600)
Maximum Data Transfer Rate: 600mbps(external)

Condition : Refurbished (ibm Dual Label).
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/4TB-7200RPM/SEAGATE/9ZM270-039_243068.htm,Home/HARD DRIVES/SAS-6GBPS/4TB-7200RPM/9ZM270-039, Seagate 9ZM270-039 4TB 7.2k SAS 6Gbps 3.5&quot; Ibm Dual Label hdd,http://www.serversuply.com//images/item/243068.jpg,SEAGATE 9ZM270-039 4TB 7200 RPM SAS-6GBPS 128MB BUFFER 3.5INCH INTERNAL HARD DISK DRIVE. IBM DUAL LABEL. ,IN STOCK,9ZM270-039,243068,SEAGATE,115,Refurbished,Sever Supply,"Detail overview
General Information:
Manufacturer : Seagate
Manufacturer Model Number: St4000nm0023
Manufacturer Part Number : 9zm270-039
Product Name : Hard Drive

Technical Information:
Storage Capacity : 4tb
Rotational Speed : 7200rpm
Form Factor : 3.5 Inch
Enclosure : Internal
Interfaces : Serial Attached Scsi 2(sas-600)
Maximum Data Transfer Rate: 600mbps(external)

Condition : Refurbished (ibm Dual Label).
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/1.2TB-10000RPM/SEAGATE/ST1200MM0088_310995.htm,Home/HARD DRIVES/SAS-6GBPS/1.2TB-10000RPM/ST1200MM0088, Seagate ST1200MM0088 1.2TB SAS 6Gb/s 10K 2.5&quot; Enterprise Hdd Dell Oem,http://www.serversuply.com//images/item/310995.jpg,SEAGATE ST1200MM0088 ENTERPRISE PERFORMANCE 10K.8 1.2TB SAS-6GBPS 128MB BUFFER 2.5INCH INTERNAL HARD DISK DRIVE. DELL OEM ,IN STOCK,ST1200MM0088,310995,SEAGATE,70,Refurbished,Sever Supply,"Detail overview
General Information :
Manufacturer : Seagate Technology
Manufacturer Part : St1200mm0088
Manufacturer Website Address : Www.seagate.com
Product Line : Enterprise Performance 10k Hdd

Technical Information :
Storage Capacity: 1.2 Tb
Form Factor : 2.5 Inch
Interface : Sas-6gbps
Nand Flash Type : Emlc
Nand Flash Size : 32 Gb
I/o Acceleration And Response Time Optimization : Enabled
Intelligent Nand Endurance Management : Yes
Afr : 0.44%

Performance :
Rotational Speed : 10000 Rpm
External Transfer Rate : 600 Mbps
Average Latency : 2.9 Ms
Sustained Transfer Rate Outer To Inner Diameter : 241 To 117 Mbps
Cache : 128 Mb

Physical
Dimensions (h X W X D) : 15.00 X 70.10 X 100.45 Mm
Weight : 199 G



condition : Dell Oem Refurbished.
availability : In Stock.
mfg Warranty : None.
server Supply Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/4TB-7200RPM/WESTERN DIGITAL/WD4001FYYG_182293.htm,Home/HARD DRIVES/SAS-6GBPS/4TB-7200RPM/WD4001FYYG, WD RE WD4001FYYG 4TB 7.2K 32MB Cache SAS 6Gbps 3.5&quot; Enterprise HDD,http://www.serversuply.com//images/item/182293.jpg,WESTERN DIGITAL WD4001FYYG WD RE 4TB 7200RPM 32MB BUFFER SAS-6GBITS 3.5INCH ENTERPRISE HARD DRIVES. DELL OEM.  ,IN STOCK,WD4001FYYG,182293,WESTERN DIGITAL,80,Refurbished,Sever Supply,"Detail overview
Western Digital - Wd Re 4tb 7200rpm 3.5inch 32mb Buffer Sas-6gbits Enterprise Hard Drives.

Main Features :
>manufacturer: Western Digital Corporation
>manufacturer Part Number: Wd4001fyyg
>manufacturer Website Address: Www.wdc.com
>brand Name: Western Digital
>product Line: Re
>product Model: Wd4001fyyg
>product Name: Re Wd4001fyyg Hard Drive
>product Type: Hard Drive
>storage Capacity: 4 Tb
>maximum External Data Transfer Rate: 768 Mbps (6 Gbps)
>rotational Speed: 7200 Rpm
>buffer: 32 Mb
>drive Interface: Sas-6gbits
>form Factor: Internal
>drive Width: 3.5
>height: 1.0
>width: 4.0
>depth: 5.8
>weight (approximate): 1.66 Lb



condition : Refurbished (dell Oem).
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/1.8TB-10000RPM/SEAGATE/ST1800MM0018_345645.htm,Home/HARD DRIVES/SAS-6GBPS/1.8TB-10000RPM/ST1800MM0018, Seagate ST1800MM0018 1.8TB 10K SAS 12Gb/s 2.5&quot; Enterprise hdd  ,http://www.serversuply.com//images/item/345645.jpg,SEAGATE ST1800MM0018 ENTERPRISE PERFORMANCE 10K.8 1.8TB SAS-6GBPS 128MB BUFFER 512E 2.5INCH INTERNAL HARD DISK DRIVE. ,IN STOCK,ST1800MM0018,345645,SEAGATE,160,Refurbished,Sever Supply,"Detail overview
General Information :
Manufacturer : Seagate Technology
Manufacturer Part : St1800mm0018
Manufacturer Website Address : Www.seagate.com
Product Line : Enterprise Performance 10k Hdd

Technical Information :
Storage Capacity: 1.8 Tb
Form Factor : 2.5 Inch
Interface : Sas-6gbps
Number Of Heads : 8
Number Of Disks : 4
Nand Flash Type : Emlc
Nand Flash Size : 32 Gb
I/o Acceleration And Response Time Optimization : Enabled
Intelligent Nand Endurance Management : Yes
Afr : 0.44%

Performance :
Rotational Speed : 10000 Rpm
External Transfer Rate : 600 Mbps
Average Latency : 2.9 Ms
Sustained Transfer Rate Outer To Inner Diameter : 241 To 117 Mbps
Cache : 128 Mb

Physical
Dimensions (h X W X D) : 15.00 X 70.10 X 100.45 Mm
Weight : 199 G



condition : Refurbished.
availability : In Stock.
server Supply Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/1.8TB-10000RPM/WESTERN DIGITAL/HUC101818CS4204_286383.htm,Home/HARD DRIVES/SAS-6GBPS/1.8TB-10000RPM/HUC101818CS4204, WD HUC101818CS4204 1.8TB 2.5&quot; SAS 12Gb/s Hdd b/n Dell Oem,http://www.serversuply.com//images/item/286383.jpg,WESTERN DIGITAL HUC101818CS4204 ULTRASTAR C10K1800 1.8TB 10000RPM SAS-6GBPS 128MB BUFFER 2.5INCH ENTERPRISE HARD DRIVE. DELL OEM ,IN STOCK,HUC101818CS4204,286383,WESTERN DIGITAL,185,New,Sever Supply,"Detail overview
General Information :
Brand : Western Digital
Model : Huc101818cs4204
Product Line : Ultrastar
Product Series : C10k1800
Product Name : Ultrastar C10k1800 Huc101818cs4204 Hard Drive

Key Features :
Storage Capacity : 1.8 Tb
Enclosure : Internal
Number Of Heads : 8
Number Of Disks : 4
Interface : Sas-6gbps
Max. Areal Density : 620 Gbits/sq. In.
Drive Dimensions : 2.5 Inch

Drive Performance :
Sustained Transfer Rate (mb/sec, Typ.): 146 To 247
Interface Transfer Rate (max) : 600 Mbps
Buffer : 128 Mb
Seek Time (read/write, Typical) : 4.6 / 5.0 Ms
Average Latency : 2.85 Ms
Rotational Speed : 10000 Rpm

Physical Size :
Z-height : 15 Mm
Dimensions ( Width X Depth) : 70.1 X 100.45 Mm
Weight ( Max) : 227 G


Condition : Dell Oem Refurbished.
Availability : In Stock.
Server Supply Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/1.2TB-10000RPM/SEAGATE/ST1200MM0007_307443.htm,Home/HARD DRIVES/SAS-6GBPS/1.2TB-10000RPM/ST1200MM0007, Seagate ST1200MM0007 1.2TB SAS 6Gb/s 2.5&quot; Enterprise Hdd,http://www.serversuply.com//images/item/307443.jpg,SEAGATE ST1200MM0007 ENTERPRISE PERFORMANCE 10K HDD 1.2TB SAS-6GBITS 64MB BUFFER 2.5INCH INTERNAL HARD DISK DRIVE. ,IN STOCK,ST1200MM0007,307443,SEAGATE,60,Refurbished,Sever Supply,"Detail overview
General Information :
Manufacturer : Seagate Technology
Manufacturer Part : St1200mm0007
Manufacturer Website Address : Www.seagate.com
Product Line : Enterprise Performance 10k Hdd

Technical Information :
Storage Capacity: 1.2 Tb
Form Factor : 2.5 Inch
Number Of Heads : 8
Number Of Disks : 4
Areal Density : 538
Afr : 0.44%

Performance :
Rotational Speed : 10000rpm
External Transfer Rate : 600 Mbps
Average Latency : 2.9 Ms
Sustained Transfer Rate Outer To Inner Diameter : 204 To 125 Mbps
Cache : 64 Mb

Physical
Dimensions (h X W X D) : 15.00 X 70.10 X 100.45 Mm
Weight : 204 G



condition : Refurbished.
availability : In Stock.
mfg Warranty : None.
server Supply Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/14TB-7200RPM/TOSHIBA/HDEPW20GEA51F_313241.htm,Home/HARD DRIVES/SAS-6GBPS/14TB-7200RPM/HDEPW20GEA51F, Toshiba HDEPW20GEA51F 14TB SATA 6Gb/s 7200RPM 3.5i Hard Drive,http://www.serversuply.com//images/item/313241.jpg,TOSHIBA HDEPW20GEA51F 14TB 3.5INCH SATA 6GBPS 7200RPM 4KN INTERNAL HARD DRIVE. CALL.,IN STOCK,HDEPW20GEA51F,313241,TOSHIBA,700,New,Sever Supply,"Detail overview
Manufacturer : Toshiba
manufacturer Part Number : Hdepw20gea51f
product Name : 14tb 3.5inch Sata 7200rpm 4kn
product Type : Internal Hard Drive

Technical Information :
storage Capacity : 14 Tb
interfaces : Sata 6 Gbps
spindle Speed : 7200 Rpm
buffer : 256 Mb
hard Drive Size : 3.5inch
mtbf : 2500000 Hours

Power Description :
operating Power Consumption : 7.80w

Physical Characteristics :
width : 3.5 Inch
height : 1 Inch
width : 4 Inch
depth : 5.8 Inch

Condition : New.
availability : Call.
mfg Warranty : None.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/146GB-15000RPM/TOSHIBA/MK1401GRRB_167255.htm,Home/HARD DRIVES/SAS-6GBPS/146GB-15000RPM/MK1401GRRB, Toshiba MK1401GRRB 147GB 15K 32MB Cache SAS 6Gb/s 2.5&quot; HDD,http://www.serversuply.com//images/item/167255.jpg,TOSHIBA MK1401GRRB 146GB 15000RPM 32MB BUFFER SAS 6GBPS 2.5INCH HARD DISK DRIVE. REFURBISHED DELL OEM.  ,IN STOCK,MK1401GRRB,167255,TOSHIBA,52,New,Sever Supply,"Detail overview
Toshiba - 146gb 15000rpm 32mb Buffer Sas 6gbps 2.5inch Hard Disk Drive.

Performance :
track-to-track Seek : 0.35ms Typ. (read), 0.2ms Typ. (write)
average Seek Time : 3.0ms Typ. (read), 2.7ms Typ. (write)
rotational Speed : 15,000 Rpm
average Latency : 2ms
buffer Size : 32mb

Physical Size :
dimensions (w) X (d) X (h) : 69.85 Mm (2.75inch) X 100.45 Mm (3.95inch) X 15 Mm (0.59inch)
weight : 220 G


Condition : Refurbished Dell Oem.
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/146GB-15000RPM/SEAGATE/ST9146752SS_144420.htm,Home/HARD DRIVES/SAS-6GBPS/146GB-15000RPM/ST9146752SS, Seagate Savvio ST9146752SS 146GB 15K RPM SAS 6Gb/s 2.5&quot; HDD,http://www.serversuply.com//images/item/144420.jpg,SEAGATE ST9146752SS SAVVIO 146GB 15000RPM 2.5INCH 16MB BUFFER DUAL PORT SAS-6GBITS HARD DISK DRIVE WITH SELF-SECURE ENCRYPTION. DELL OEM. ,IN STOCK,ST9146752SS,144420,SEAGATE,75,New,Sever Supply,"Detail overview
Seagate- Savvio 146gb 15000rpm 2.5inch 16mb Buffer Sas-6gbits Hard Disk Drive With Self-secure Encryption.


key Features :
capacity : 146 Gb
interface : Dual Port Sas-6gbits
drive Dimensions : 2.5 Inch
spindle Speed : 15000 Rpm
buffer Size : 16mb


condition : Refurbished (dell Oem).
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/1.2TB-10000RPM/WESTERN DIGITAL/HUC101212CSS600_265697.htm,Home/HARD DRIVES/SAS-6GBPS/1.2TB-10000RPM/HUC101212CSS600, WD HUC101212CSS600 1.2TB SAS 6Gb/s 10K 2.5&quot; Hdd,http://www.serversuply.com//images/item/265697.jpg,WESTERN DIGITAL HUC101212CSS600 ULTRASTAR C10K1200 1.2TB 10000RPM SAS-6GBPS 64MB BUFFER 2.5INCH SFF ENTERPRISE HARD DRIVE. ,IN STOCK,HUC101212CSS600,265697,WESTERN DIGITAL,45,Refurbished,Sever Supply,"Detail overview
General Information :
Brand : Western Digital
Model : Huc101212css600
Product Line : Ultrastar
Product Series : C10k1200
Product Name : Ultrastar C10k1200 Huc101212css600 Hard Drive

Key Features :
Storage Capacity : 1.2 Tb
Enclosure : Internal
Number Of Heads : 8
Number Of Disks : 4
Interface : Sas-6gbps
Max. Areal Density : 448 Gbits/sq. In.
Drive Dimensions : 2.5 Inch

Drive Performance :
Media Transfer Rate (max) : 2232 Mbits/s
Interface Transfer Rate (max) : 600 Mbps
Buffer : 64 Mb
Seek Time (read/write, Typical) : 4.6 / 5.0 Ms
Average Latency : < 3.0 Ms
Rotational Speed : 10000 Rpm

Physical Size :
Z-height : 14.8 Mm
Dimensions ( Width X Depth) : 70.1 X 100.6 Mm
Weight ( Max) : 218 G


Condition : Refurbished.
Availability : In Stock.
Server Supply Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/300GB-10000RPM/TOSHIBA/HDEBC03DAA51_307755.htm,Home/HARD DRIVES/SAS-6GBPS/300GB-10000RPM/HDEBC03DAA51, Toshiba HDEBC03DAA51 300GB 10K SAS-6Gbps 2.5Inch Internal hard drive,http://www.serversuply.com//images/item/307755.jpg,TOSHIBA HDEBC03DAA51 300GB 10000RPM 64MB BUFFER 2.5INCH SAS-6GBPS HARD DISK DRIVE. DELL OEM ,IN STOCK,HDEBC03DAA51,307755,TOSHIBA,50,Refurbished,Sever Supply,"Detail overview
Product Overview :
Capacity : 300gb
Drive Interface : Sas-6gbps
Rohs Compliant : Yes
Transfer Rate To Host : 6gbps Sec

Performance :
Track-to-track Seek : 0.2ms Typ. (read), 0.22ms Typ. (write)
Average Seek Time : 3.7ms Typ. (read), 4.1ms Typ. (write)
Rotational Speed : 10,500 Rpm
Average Latency : 2.86 Ms
Buffer Size : 64 Mb

Physical :
Dimensions : 69.85 X 100.45 X 15 Mm
Weight : 220 G



Condition : Dell Oem Refurbished.
Availability : In Stock.
Server Supply Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/73GB-15000RPM/TOSHIBA/MBE2073RC_120496.htm,Home/HARD DRIVES/SAS-6GBPS/73GB-15000RPM/MBE2073RC, Toshiba MBE2073RC 73.5GB 15K 16MB Cache SAS 6Gb/s 2.5&quot; HDD.Used,http://www.serversuply.com//images/item/120496.jpg,TOSHIBA MBE2073RC 73.5GB 15000RPM 16MB BUFFER SAS-6GBPSS 2.5INCH HARD DISK DRIVE. REFURBISHED DELL OEM. ,IN STOCK,MBE2073RC,120496,TOSHIBA,30,New,Sever Supply,"Detail overview
Toshiba - 73.5gb 15000rpm 16mb Buffer Sas-6gbpss 2.5inch Hard Disk Drive.


Key Features :
Capacity : 73.5 Gb
Interface : Sas-2 (sas 6gbits)
Enclosure : Internal
Hdd Form Factor : 2.5
Spindle Speed : 15000 Rpm

Technical Features :
Data Transfer Rate : 600 Mbps
Buffer Size : 16 Mb
Interface (detailed) : Sas 6gb/sec

Dimensions :
Height : 15 Mm.
Width : 69.85 Mm.
Depth : 100.45 Mm.
Weight : 220 G.


Condition : Refurbished Dell Oem.
Availability : In Stock.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/500GB-7200RPM/DELL/A6173009_197663.htm,Home/HARD DRIVES/SAS-6GBPS/500GB-7200RPM/A6173009, Dell A6173009 500GB 7.2K 2.5&quot; SAS 6Gbps Internal HDD,http://www.serversuply.com//images/item/197663.jpg,DELL A6173009 500GB 7200RPM SAS-6GBPS 2.5INCH 64MB BUFFER HARD DISK DRIVE. ,IN STOCK,A6173009,197663,DELL,55,Refurbished,Sever Supply,"Detail overview
General Information :
manufacturer : Dell
part Number : A6173009

Drive Specifications:
drive Capacity: 500 Gb
interface Type: Serial Attached Scsi 2 (sas-6 Gbps)
spindle Speed : 7200 Rpm
data Transfer Rate: 600 Mbps
buffer Size : 64 Mb
form Factor : 2.5 Inch

Drive Performance:
drive Transfer Rate : 600 Mbps (external)
seek Time : 8.5 Ms (average)
track-to-track Seek Time: 0.7 Ms
average Latency : 4.16 Ms
spindle Speed : 7200 Rpm

Expansion & Connectivity :
interfaces : 1 X Serial Attached Scsi 2
compatible Bays: 1 X Internal - 2.5in

Physical Characteristic:
width : 2.8 In
depth : 4 In
height: 0.6 In
weight: 6.5 Oz

Availability: In Stock
condition : Refurbished
our Warranty : 30 Days"
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/300GB-10000RPM/SEAGATE/ST9300503SS_180400.htm,Home/HARD DRIVES/SAS-6GBPS/300GB-10000RPM/ST9300503SS, Seagate Savvio ST9300503SS 300GB 10K SAS 6Gbps 2.5&quot; HDD,http://www.serversuply.com//images/item/180400.jpg,SEAGATE ST9300503SS SAVVIO 300GB 10000RPM SAS 6GBITS 16MB BUFFER 2.5INCH HARD DISK DRIVE WITH SECURE ENCRYPTION. DELL OEM. ,IN STOCK,ST9300503SS,180400,SEAGATE,50,New,Sever Supply,"Detail overview
Specifications
model Number: st9300503ss
interface: sas 6gbits
cache: 16mb
capacity: 300gb

Performance:
spin Speed (rpm): 10000 Rpm
average Latency: 3.0ms
sustained Data Transfer Rate: 124mb/s
random Read Seek Time: 4.0ms
random Write Seek Time: 4.4ms

Physical:
height: 15.00mm (0.591 In)
width: 70.40mm (2.760 In)
length: 100.45mm (3.955 In)
weight: (typical) 227g (0.50 Lb)

Condition : Dell Oem (refurbished).
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/146GB-15000RPM/DELL/A2523459_178829.htm,Home/HARD DRIVES/SAS-6GBPS/146GB-15000RPM/A2523459, Dell A2523459 - 146GB 15K 2.5&quot; SAS 6Gb/s Internal HDD,http://www.serversuply.com//images/item/178829.jpg,DELL A2523459 146.8GB 15000RPM 16MB BUFFER SAS-6GBPS 2.5INCH FORM FACTOR INTERNAL HARD DISK DRIVE FOR DELL SYSTEM. ,IN STOCK,A2523459,178829,DELL,50,Refurbished,Sever Supply,"Detail overview
Specifications :
Manufacturer : Dell
Part Number : A2523459
Interface : Serial Attached Scsi 2
Cache : 16mb
Capacity : 146.8gb
Areal Density (avg) : 237.1 Gbps/inch2

Performance :
Drive Transfer Rate : 600 Mbps (external)
Seek Time : 2.9 Ms (average)
Track-to-track Seek Time : 0.2 Ms
Average Latency : 2 Ms
Spindle Speed : 15000 Rpm

Expansion & Connectivity :
Interfaces : 1 X Serial Attached Scsi 2
Compatible Bays : 1 X Internal - 2.5

Condition : Refurbished
Availability : In Stock
Our Warranty : 30 Days"
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/2GB-7200RPM/TOSHIBA/HDD3A01DZK51_279719.htm,Home/HARD DRIVES/SAS-6GBPS/2GB-7200RPM/HDD3A01DZK51, Toshiba HDD3A01DZK51 2TB 7.2k 16MB Cache SAS 6Gb/s 3.5&quot; HDD,http://www.serversuply.com//images/item/279719.jpg,TOSHIBA HDD3A01DZK51 2TB 7200RPM 3.5INCH 16MB BUFFER SAS-6GB/SEC INTERNAL HARD DISK DRIVE. ,IN STOCK,HDD3A01DZK51,279719,TOSHIBA,67,Refurbished,Sever Supply,"Detail overview
Toshiba - 2tb 7200rpm 3.5inch 16mb Buffer Sas-6gb/sec Internal Hard Disk Drive.


Key Features :
Capacity : 2tb(2000 Gb)
Interface : Serial Attached Scsi(sas)-6gbits
Drive Dimensions : 3.5inch
Spindle Speed : 7200rpm

Lowest Cost Per 2000gb Enterprise Storage Option
6 Gb/sec Serial Attached Scsi (sas)
Enhanced Power Condition State Technology
Rotational Vibration (rv) Technology For Multi-drive Systems

Condition : Refurbished.
Mfg Warranty : None.
Availability : In Stock.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/500GB-7200RPM/SEAGATE/ST9500430SS_172475.htm,Home/HARD DRIVES/SAS-6GBPS/500GB-7200RPM/ST9500430SS, Seagate Constellation ST9500430SS 500GB 7200RPM SAS 6Gb/s OEM HDD,http://www.serversuply.com//images/item/172475.jpg,SEAGATE CONSTELLATION ST9500430SS 500GB 7200RPM SAS 6GBITS 16MB BUFFER 2.5INCH FROM FACTOR HARD DISK DRIVE. DELL OEM ,IN STOCK,ST9500430SS,172475,SEAGATE,60,New,Sever Supply,"Detail overview
Specifications
Manufacturer : Seagate
Model Number : St9500430ss
Mfg Website Address :www.seagate.com
Interface : 6-gbps Sas
Cache : 16mb
Capacity : 500 Gb
Areal Density (avg) : 283 Gbits/inch2

Physical
Height 14.8 Mm
Width 70 Mm
Length 100.5 Mm
Weight 227 Grams

Performance
Spindle Speed 7200 Rpm
Average Latency 4.16 Msec
Random Read Seek Time 8.0 Msec
Random Write Seek Time 8.4 Msec


Availability : In Stock.
Condition : Dell Oem Refurbished.
Our Warranty : 30 Days."
